State,District,AssessmentUnit,Rainfall_mm,GroundWaterAvailability_ham,ExtractionStage_Percent,ExtractionVolume_ha_m
MADHYA PRADESH,MANDSAUR,,880.9000000000001,67802.42,48.70586423126994,365.64021
MADHYA PRADESH,MAUGANJ,,0,13525.289999999999,,
MADHYA PRADESH,MORENA,,753,74191.34,30.589666335374798,2949.61464
MADHYA PRADESH,NARSINGHPUR,,1243.1000000000004,121230.44,9.105320683950136,107.55309
MADHYA PRADESH,NEEMUCH,,854.8500000000001,37569.799999999996,62.74142477524715,97.62800999999999
MADHYA PRADESH,NIWARI,,978.4,19411.32,35.280373831775705,169.08771
MADHYA PRADESH,PANDHURNA,,1221.6,19002.81,23.11729688941059,43.8
MADHYA PRADESH,PANNA,,1169.7,50374.840000000004,17.53555966051117,212.34020999999998
MADHYA PRADESH,RAISEN,,1154.6000000000004,91585.27,9.928389761499211,263.38473
MADHYA PRADESH,RAJGARH,,0,89904.53000000001,,
MADHYA PRADESH,RATLAM,,953.5,80128.09,15.03794368203842,14.93361
MADHYA PRADESH,REWA,,1143.1,39297.34,52.83455023948764,1205.27964
MADHYA PRADESH,SAGAR,,1141.5,103319.30000000002,18.51399979111875,160.799655
MADHYA PRADESH,SATNA,,1075.5,54129.700000000004,11.866763747040032,319.56042
MADHYA PRADESH,SEHORE,,1217.7,66964.71,20.1349901056346,378.1144499999999
MADHYA PRADESH,SEONI,,1323.6000000000001,66423.48,20.070011668611432,286.64252999999997
MADHYA PRADESH,SHAHDOL,,1080.7,45846.53,11.836162823627609,54.40836
MADHYA PRADESH,SHAJAPUR,,0,53743.98999999999,,
MADHYA PRADESH,SHEOPUR,,799.2,51584.299999999996,9.204123962963477,399.00267
MADHYA PRADESH,SHIVPURI,,994.8999999999999,85050.05,34.80153106442373,338.16008999999997
MADHYA PRADESH,SIDHI,,1131.7,30248.440000000002,10.536920192228903,277.08099
MADHYA PRADESH,SINGRAULI,,960.6,34675.29,37.228333924788416,182.90879999999999
MADHYA PRADESH,TIKAMGARH,,978.4,38347.619999999995,41.80251350279531,256.70523
MADHYA PRADESH,UJJAIN,,0,94842.23,,
MADHYA PRADESH,UMARIA,,0,34556.39,,
MADHYA PRADESH,VIDISHA,,1087.6000000000001,90274.76999999999,16.667012079469508,454.79073
MAHARASHTRA,Ahmednagar,,566.8528895738033,152671.44,80.67409051228678,1631.3825000000006
MAHARASHTRA,Akola,,771.7301625848288,37490.588848730185,49.56921177708415,307.269855
MAHARASHTRA,Amravati,,861.8842210578431,77619.83179981101,58.21205937196247,946.1976099999999
MAHARASHTRA,Aurangabad,,642.6140555974926,113419.71,67.8948625909874,732.3824999999999
MAHARASHTRA,Beed,,703.6892532645091,124511.93999999999,41.18347500092794,951.6524999999999
MAHARASHTRA,Bhandara,,1433.474078685026,87058.5920957789,13.348258839310855,1427.691904471513
MAHARASHTRA,Buldhana,,759.5478084142809,87918.59884886864,53.242819812411355,685.2516350000001
MAHARASHTRA,Chandrapur,,1285.19216688829,110166.20000000001,27.502068908033316,2881.9620000000004
MAHARASHTRA,Dhule,,653.0618287438087,73977.56,47.21031381688914,328.33961999999997
MAHARASHTRA,Gadchiroli,,1212.0054479025525,101387.27089745631,20.809700151564865,509.536
MAHARASHTRA,Gondia,,1463.0552660525484,62122.83,32.508049354971156,3428.456045
MAHARASHTRA,Hingoli,,1003.7873172922909,97987.61,31.76565948990187,769.3899999999999
MAHARASHTRA,Jalgaon,,673.453349093303,136342.26,72.83161116957248,1281.8404999999998
MAHARASHTRA,Jalna,,857.3672716514204,92823.52,37.327104545741896,150.11732
MAHARASHTRA,Kolhapur,,1643.8254565030031,127744.84999999999,23.599338337173897,82.08
MAHARASHTRA,Latur,,694.1213961356958,69755.94,71.76172932368446,352.1732
MAHARASHTRA,Mumbai,,0,1477.65,,
MAHARASHTRA,Mumbai Sub,,0,7263.5599999999995,,
MAHARASHTRA,Nagpur,,1177.7682616206307,140292.86707868567,36.877172304048734,3969.9361824353778
MAHARASHTRA,Nanded,,1008.6439597396295,118656.71999999999,47.197866660997605,1156.7549832
MAHARASHTRA,Nandurbar,,852.4362915220624,49375.12558558558,44.15990908721944,821.998425
MAHARASHTRA,Nashik,,744.0554844143883,190044.61,47.81628642906483,807.00604
MAHARASHTRA,Osmanabad,,771.4737284134675,85456.81,76.76364036431931,344.08799999999997
MAHARASHTRA,Palghar,,2196.0084793064875,20916.800000000003,20.58962822637935,145.96491
MAHARASHTRA,Parbhani,,883.6224025630289,82219.00999999998,41.76492836453158,847.1399999999999
MAHARASHTRA,Pune,,534.2110092254063,182653.14421698058,63.173071304551065,2847.1982000000003
MAHARASHTRA,Raigad,,2880.1726827514053,35244.12,7.799871712636305,114.27021000000002
MAHARASHTRA,Ratnagiri,,3583.672338722587,39046.48,26.382541760403843,81.77157
MAHARASHTRA,Sangli,,595.8872956041465,132751.2586600668,50.57838264932365,1714.1288190141943
MAHARASHTRA,Satara,,1166.027901736612,113514.24,44.07568514235391,1191.1439999999998
MAHARASHTRA,Sindhudurg,,3528.2304632480445,22292.25,59.804989553011765,63.772800000000004
MAHARASHTRA,Solapur,,640.5842047585738,140354.46,73.62192989640249,1127.93188
MAHARASHTRA,Thane,,2606.9316306108835,16319.27,6.728022540484152,49.41151000000001
MAHARASHTRA,Wardha,,953.339501685217,89027.95000000001,42.47362107472911,1161.77339
MAHARASHTRA,Washim,,904.9859016677581,60105.40999999999,32.49906607650248,648.471961
MAHARASHTRA,Yawatmal,,997.3505881155984,119403.42999999998,34.41952577987378,1607.5218559999998
MANIPUR,BISHNUPUR,,0,198794.26,,
MANIPUR,CHANDEL,,0,0,,
MANIPUR,CHURACHANPUR,,0,160059.12,,
MANIPUR,IMPHAL EAST,,0,189963.25,,
MANIPUR,IMPHAL WEST,,0,196430.7,,
MANIPUR,SENAPATI,,0,0,,
MANIPUR,TAMENGLONG,,0,0,,
MANIPUR,THOUBAL,,0,226573.32,,
MANIPUR,UKHRUL,,0,0,,
MEGHALAYA,EAST GARO HILLS,,0,34857.44,,
MEGHALAYA,EAST JAINTIA HILLS,,0,36707.81,,
MEGHALAYA,EAST KHASI HILLS,,0,36997.869999999995,,
MEGHALAYA,NORTH GARO HILLS,,0,45570.84,,
MEGHALAYA,RI BHOI,,0,15950.79,,
MEGHALAYA,SOUTH GARO HILLS,,0,52651.55,,
MEGHALAYA,SOUTH WEST GARO HILLS,,0,56426.95,,
MEGHALAYA,SOUTH WEST KHASI HILLS,,0,22607.199999999997,,
MEGHALAYA,WEST GARO HILLS,,0,107246.45,,
MEGHALAYA,WEST JAINTIA HILLS,,0,23710.97,,
MEGHALAYA,WEST KHASI HILLS,,0,48875.25,,
MIZORAM,AIZAWL,,0,1370.81,,
MIZORAM,CHAMPHAI,,0,1423.64,,
MIZORAM,KOLASIB,,0,2498.83,,
MIZORAM,LAWNGTLAI,,0,3039.6400000000003,,
MIZORAM,LUNGLEI,,0,4447.04,,
MIZORAM,MAMIT,,0,4658.72,,
MIZORAM,SAIHA,,0,695.46,,
MIZORAM,SERCHHIP,,0,820.47,,
NAGALAND,Dimapur,,0,218279.07,,
NAGALAND,Kiphire,,0,522.15,,
NAGALAND,Kohima,,0,2773.3,,
NAGALAND,Longleng,,0,1389.8000000000002,,
NAGALAND,Mokokchung,,0,5620.299999999999,,
NAGALAND,Mon,,0,3987.3599999999997,,
NAGALAND,Peren,,0,4053.17,,
NAGALAND,Phek,,0,1063.27,,
NAGALAND,Tuensang,,0,1308.25,,
NAGALAND,Wokha,,0,6870.44,,
NAGALAND,Zunheboto,,0,1706.45,,
ODISHA,ANGUL,,1120.1887474901337,54664.45999999999,55.3945115890603,119.28272999999999
ODISHA,BALASORE,,1752.1646310752958,132164.16,26.066742749411503,616.29036375
ODISHA,BARGARH,,1227.8290547111687,62297.81999999999,26.14361724203763,535.9214699999999
ODISHA,BHADRAK,,1421.1224571903783,54399.13,54.60335925662624,1972.22243975
ODISHA,BOLANGIR,,1363.9746749507503,56413.43,48.97825998286903,58.481395
ODISHA,BOUDH,,1225.09382053258,23513.27,28.267976078746088,413.91073
ODISHA,CUTTACK,,1538.1919325860817,69962.19,43.88876769487666,1491.473585
ODISHA,DEOGARH,,1314.546541583629,29872.78,28.798678404276412,56.4534915
ODISHA,DHENKANAL,,1408.3531021566403,44585.69,28.787674019982525,838.37215
ODISHA,GAJAPATI,,1182.26,20130.529999999995,44.243877631953424,213.5446005
ODISHA,GANJAM,,1279.5041167747165,94984.40999999999,40.2404125067064,4327.44876
ODISHA,JAGATSINGHPUR,,1399.6060232464638,46098.11,51.44086756466505,1228.4561362499999
ODISHA,JAJPUR,,1526.0570833333334,52553.380000000005,61.22181195965417,749.40841875
ODISHA,JHARSUGUDA,,0,19094.1,,
ODISHA,KALAHANDI,,1416.454340243163,61810.649999999994,24.512806048121515,1194.5064825
ODISHA,KANDHAMAL,,1338.2534981500169,33918.030000000006,39.0915205842382,10.945619999999998
ODISHA,KENDRAPARA,,1567.0347654306706,16442.29,61.9058229352347,699.85127375
ODISHA,KEONJHAR,,1304.0540574445617,84166.31000000001,44.559639801639335,286.34396000000004
ODISHA,KHURDA,,1413.667458686914,43154.49,43.451730805079926,1028.6150775
ODISHA,KORAPUT,,1612.9389331925006,51538.16,21.807924374057748,588.5533202500001
ODISHA,MALKANGIRI,,1348.5314086733927,33788.51,15.407074482813176,214.15499
ODISHA,MAYURBHANJ,,1601.7830410234237,135783.66999999998,29.8546720190262,329.991025
ODISHA,NABARANGAPUR,,1405.76,54268.869999999995,26.926722231476642,200.30670750000002
ODISHA,NAYAGARH,,1360.8275686122922,35442.409999999996,44.314082784922455,488.35923249999996
ODISHA,NUAPADA,,1088.5506007687718,30772.510000000002,55.499190797955514,375.45798
ODISHA,PURI,,1556.0100956295817,60539.93999999999,46.925535020155436,3190.3138900000004
ODISHA,RAYAGADA,,1190.6238767650837,32194.40000000001,36.020626237672296,57.574369999999995
ODISHA,SAMBALPUR,,1453.123923325685,60178.39,16.153507272385742,387.6520825
ODISHA,SUBARNAPUR,,1284.5654554728862,25818.64,30.739016766554123,740.0880525
ODISHA,SUNDARGARH,,1191.1894365616236,81752.38,39.7122417132006,63.63227499999999
PUDUCHERRY,KARAIKAL,,0,3981.6000000000004,,
PUDUCHERRY,PUDUCHERRY,,0,13458.02,,
PUNJAB,Amritsar,,646.2683642205948,124711.65,160.3250217601964,9661.171859999999
PUNJAB,Barnala,,518.5023357368447,48893.01,219.35503664020683,2521.7484999999997
PUNJAB,Bathinda,,377.01667623566084,123264.31,128.03805902941411,2487.948989
PUNJAB,Faridkot,,398.3429039499004,43046.68,119.21539593761936,966.4981
PUNJAB,Fatehgarh Sahib,,685.0991369500902,35756.99,182.13325562358577,2536.62225
PUNJAB,Fazilka,,365.56864598855225,66186.62999999999,65.18104940529528,1861.037034
PUNJAB,Firozpur,,431.20032661671024,125528.76,108.86107693567592,3489.3342999999995
PUNJAB,Gurdaspur,,819.7245864014536,136765.78999999998,121.13595804915835,7088.2927
PUNJAB,Hoshiarpur,,840.1326828370504,80412.82999999999,131.88138816649052,6693.676599999999
PUNJAB,Jalandhar,,625.0923083357732,86196.68999999999,281.16988018913486,16251.806405
PUNJAB,Kapurthala,,620.4522854950116,56633.74,242.95804938893312,3457.9443
PUNJAB,Ludhiana,,581.0825404960684,123365.40000000001,194.6548627086687,20180.496315
PUNJAB,Malerkotla,,570.2195923734386,19433.77,301.93235795216265,2003.2039499999998
PUNJAB,Mansa,,404.58046688211215,71848.03,108.70935500945538,283.99737500000003
PUNJAB,Moga,,454.25174812636715,70072.85999999999,233.08537713459964,2761.2631425
PUNJAB,Muktsar,,393.94236724023654,96264.14,27.812724447546096,0
PUNJAB,Pathankot,,1156.9724070850825,43294.200000000004,42.72969695570934,2853.0845499999996
PUNJAB,Patiala,,667.659325991669,90645.7,208.53338878733356,8002.526449999999
PUNJAB,Rupnagar,,839.7394535535004,39343.06,92.96519187020937,2889.8948
PUNJAB,SAS Nagar,,743.7044887455573,20385.37,116.90980349063271,4170.4535
PUNJAB,SBS Nagar,,760.162514509149,49073.41,118.53272592981148,2598.1466499999997
PUNJAB,Sangrur,,495.8245356827947,63227.66,309.9875908739941,4993.12335
PUNJAB,Tarn Taran,,544.853681228937,65592.76000000001,202.48745440807795,4736.8459
RAJASTHAN,AJMER,,0,33580.909999999996,,
RAJASTHAN,ALWAR,,0,70488.78,,
RAJASTHAN,BANSWARA,,945.190179107543,20902.62,59.91410909424134,1313.411305177112
RAJASTHAN,BARAN,,924.7450481503162,58400.26,100.70525241924373,1950.51
RAJASTHAN,BARMER,,0,34883.490000000005,,
RAJASTHAN,BHARATPUR,,0,38315.32000000001,,
RAJASTHAN,BHILWARA,,639.0577666302703,40782.469999999994,108.15428120904018,375.8132
RAJASTHAN,BIKANER,,323.8486258083154,28195.15,0.7043338542469131,12.8
RAJASTHAN,BUNDI,,729.4783831822258,32730.29,60.38044176543471,1028.112643365953
RAJASTHAN,CHITTAURGARH,,783.431757388058,31318.37,157.67515110001935,388.7663
RAJASTHAN,CHURU,,0,15541.57,,
RAJASTHAN,DAUSA,,0,25184.079999999998,,
RAJASTHAN,DHAULPUR,,763.72,25806.56,212.44773535208412,381.90999999999997
RAJASTHAN,DUNGARPUR,,805.9332344164455,20426.969999999998,50.58951439118234,96.36595200000001
RAJASTHAN,GANGANAGAR,,261.20901639778185,43292.97,40.37244384018931,43.715
RAJASTHAN,HANUMANGARH,,311.02575854517016,20579.010000000002,65.35183179365771,1589.6999999999998
RAJASTHAN,JAIPUR,,0,71377.75999999998,,
RAJASTHAN,JAISALMER,,0,9614.27,,
RAJASTHAN,JALOR,,455.9,44656.19,105.39275585830417,236.28000000000003
RAJASTHAN,JHALAWAR,,965.1211452810179,53536.009999999995,116.413236701764,1037.3354924969212
RAJASTHAN,JHUNJHUNU,,0,22436.15,,
RAJASTHAN,JODHPUR,,0,38078.5,,
RAJASTHAN,KARAULI,,711.1176194194534,32693,172.46248669712534,416.4930636467856
RAJASTHAN,KOTA,,794.5112730739716,47218.69,88.70844768103227,5053.653
RAJASTHAN,NAGAUR,,0,58659.2,,
RAJASTHAN,PALI,,616.11,31589.37,43.32858870983129,110.16
RAJASTHAN,PRATAPGARH,,874.75,21103.489999999998,98.46739008837677,139.13
RAJASTHAN,RAJSAMAND,,644.9358824900909,11259.85,78.42390241599968,250.98033971221997
RAJASTHAN,SAWAI MADHOPUR,,683.8772563269832,41732.38,170.5547831745844,1326.7883760683762
RAJASTHAN,SIKAR,,0,34927.43,,
RAJASTHAN,SIROHI,,0,27912.109999999997,,
RAJASTHAN,TONK,,647.2190751227948,44994.369999999995,86.52452635634322,5457.9856632932715
RAJASTHAN,UDAIPUR,,718.8714842561498,29950.690000000002,79.27716283062023,382.57399999999996
SIKKIM,Gangtok,,0,6134.97,,
SIKKIM,Gyalsingh,,0,3412.42,,
SIKKIM,Mangan,,0,3344.9400000000005,,
SIKKIM,Namchi,,0,3191.38,,
SIKKIM,Pakyong,,0,4520.53,,
SIKKIM,Soreng,,0,1143.8700000000001,,
TAMILNADU,ARIYALUR,,0,37340.9,,
TAMILNADU,CHENGALPATTU,,0,62841.99,,
TAMILNADU,CHENNAI,,0,8917.300000000001,,
TAMILNADU,COIMBATORE,,1027.5903287849721,201247.13,0,0
TAMILNADU,CUDDALORE,,0,106943.73,,
TAMILNADU,DHARMAPURI,,0,47941.740000000005,,
TAMILNADU,DINDIGUL,,0,53634.62,,
TAMILNADU,ERODE,,0,82174.7,,
TAMILNADU,KALLAKURICHCHI,,0,59018.77,,
TAMILNADU,KANCHEEPURAM,,0,53542.69,,
TAMILNADU,KANNIYAKUMARI,,0,109259.9,,
TAMILNADU,KARUR,,0,29198.92,,
TAMILNADU,KRISHNAGIRI,,0,4860191.999999999,,
TAMILNADU,MADURAI,,0,70769.07,,
TAMILNADU,MAYILADUTHURAI,,0,40917.939999999995,,
TAMILNADU,NAGAPATTINAM,,0,0,,
TAMILNADU,NAMAKKAL,,0,52433.659999999996,,
TAMILNADU,PERAMBALUR,,0,25995.4,,
TAMILNADU,PUDUKKOTTAI,,0,96204.70000000001,,
TAMILNADU,RAMANATHAPURAM,,0,54850.47,,
TAMILNADU,RANIPET,,0,30121.799999999996,,
TAMILNADU,SALEM,,0,47530.82,,
TAMILNADU,SIVAGANGAI,,0,70428.15000000001,,
TAMILNADU,TENKASI,,0,119169.39000000003,,
TAMILNADU,THANJAVUR,,0,104570.81,,
TAMILNADU,THE NILGIRIS,,0,7165.959999999999,,
TAMILNADU,THENI,,0,26976.5,,
TAMILNADU,THIRUVARUR,,0,47989.63,,
TAMILNADU,THOOTHUKUDI,,0,77503.52,,
TAMILNADU,TIRUCHIRAPPALLI,,0,64242.73,,
TAMILNADU,TIRUNELVELI,,0,164507.69,,
TAMILNADU,TIRUPATHUR,,0,9712.900000000001,,
TAMILNADU,TIRUPPUR,,0,276468.65,,
TAMILNADU,TIRUVALLUR,,0,75245.28000000001,,
TAMILNADU,TIRUVANNAMALAI,,0,2300428.2,,
TAMILNADU,VELLORE,,0,18174.31,,
TAMILNADU,VILLUPURAM,,0,94473.26,,
TAMILNADU,VIRUDHUNAGAR,,0,52189.79000000001,,
TELANGANA,Adilabad,,1435.703677703567,51101.37,22.5232424820229,159.70338750000002
TELANGANA,Bhadradri Kothagudem,,1340.7965876690587,104138.46090759756,13.31494216610141,743.34672
TELANGANA,Hanumakonda,,1050.4379932118377,48632.84,55.478436960559584,724.476
TELANGANA,Hyderabad,,0,77993.98000000001,,
TELANGANA,Jagtial,,1021.4167545865351,70069.87,31.684193985328456,213.73938
TELANGANA,Jangaon,,871.0771054792908,37699.348415927125,48.670692990723744,548.90292
TELANGANA,Jayashankar Bhupalapally,,1035.3253407056059,47323.97806890694,39.26932865519313,607.81566
TELANGANA,Jogulamba Gadwal,,582.9666561808093,59780.749999999985,23.22220145431573,278.8125150000001
TELANGANA,Kamareddy,,1030.5008726843498,207920.46999999997,37.711385099009256,217.46375999999998
TELANGANA,Karimnagar,,904.915181021134,84854.86696202532,27.397192227144746,1977.7799999999997
TELANGANA,Khammam,,1025.5688346133527,106946.66999999998,30.41091217986481,2001.39744
TELANGANA,Komarambheem Asifabad,,1082.9687845303865,58669.29068315508,14.278805613710524,99.74389
TELANGANA,Mahabubabad,,1539.362139791423,64250.08,56.120612586498986,1060.6531
TELANGANA,Mahabubnagar,,0,33058.32000000001,,
TELANGANA,Mancherial,,1114.6322221624878,92140.33727726944,32.06287419422713,71.04140999999998
TELANGANA,Medak,,809.4839814358876,49497.29999999999,41.61260409200737,287.85599999999994
TELANGANA,Medchal Malkajgiri,,0,225306.59000000003,,
TELANGANA,Mulug,,1254.2920605598551,54655.46392975947,24.642637862932325,151.50959999999998
TELANGANA,Nagarkurnool,,637.5925471107819,332294.37,31.456938657738682,706.8232866249998
TELANGANA,Nalgonda,,716.4971911918464,506083.37,39.097820261409744,3914.6299999999997
TELANGANA,Narayanpet,,583.3002877592284,31424.00650347245,22.813930606775735,5.16
TELANGANA,Nirmal,,1062.6252392540305,69236.45999999999,25.196338823296188,242.89368
TELANGANA,Nizamabad,,980.8232323192343,457169.27386857633,46.151815855412586,994.6000000000001
TELANGANA,Peddapalle,,994.6691025003223,58588.749999999985,41.26582782036542,866.0958799999999
TELANGANA,Rajanna Siricilla,,0,41408.380000000005,,
TELANGANA,Rangareddy,,0,621616.0599999999,,
TELANGANA,Sangareddy,,851.5,41876.94,4.8673576143042165,7.3095680000000005
TELANGANA,Siddipet,,0,159821.75,,
TELANGANA,Suryapet,,770.572921598227,361314.92094883684,20.073371108811582,1329.4934999999998
TELANGANA,Vikarabad,,0,188935.25999999998,,
TELANGANA,Wanaparthy,,632.141814015063,160813.36310910012,22.00118492377688,139.461897125
TELANGANA,Warangal,,1023.0536537996294,50778.89,56.14630497677282,780.2541300700002
TELANGANA,Yadadri Bhuvanagiri,,755.0283061111952,346473.2218787159,41.46969009621439,26.604
TRIPURA,DHALAI,,0,147874.36,,
TRIPURA,GOMATI,,0,162954.57,,
TRIPURA,KHOWAI,,0,74675.54000000001,,
TRIPURA,NORTH TRIPURA,,0,81383.21,,
TRIPURA,SEPAHIJALA,,0,133858.76,,
TRIPURA,SOUTH TRIPURA,,0,148861.44,,
TRIPURA,UNAKOTI,,0,61812.23,,
TRIPURA,WEST TRIPURA,,0,116228.64,,
UTTAR PRADESH,AGRA,,614.65,85942.73999999999,111.01436149786414,7123.417379999999
UTTAR PRADESH,ALIGARH,,667.4699999999999,92580.13999999998,80.24882010331808,12058.9861065
UTTAR PRADESH,AMBEDKAR NAGAR,,1013.3,72529.07999999999,63.05763150449448,6484.45422
UTTAR PRADESH,AMETHI,,853,80774.72,65.87827231094086,5084.260200000001
UTTAR PRADESH,AMROHA,,902.5899999999999,49625.42,93.07520218468679,4977.62691
UTTAR PRADESH,AURAIYA,,624.88,61641.22,63.006410320885934,2980.0797299999995
UTTAR PRADESH,AYODHYA,,952.71,85522.8,61.946884339614684,7402.04889
UTTAR PRADESH,AZAMGARH,,900.2599999999999,126528.40000000001,59.220483306514595,14095.245149999999
UTTAR PRADESH,BAGPAT,,674.76,32081.15,95.90940474390727,2562.4314
UTTAR PRADESH,BAHRAICH,,1158.8,144373.29,58.38527334245828,10034.415749999998
UTTAR PRADESH,BALLIA,,922.03,86175.46999999999,61.96041634585807,8410.445339999998
UTTAR PRADESH,BALRAMPUR,,1065.2,100110.51000000001,54.95992378822163,6399.44061
UTTAR PRADESH,BANDA,,943.2,66271.54,66.92409743307611,4096.016568
UTTAR PRADESH,BARABANKI,,978.3900000000001,190876.19999999998,62.15684826080988,9272.71185
UTTAR PRADESH,BAREILLY,,877.8599999999999,109695.62000000001,71.63837535172325,13745.396345624999
UTTAR PRADESH,BASTI,,1110.7800000000002,76066.16,64.73656616818832,6665.37012
UTTAR PRADESH,BIJNOR,,1053.5,137113.52,69.41612322402635,8116.6656
UTTAR PRADESH,BUDAUN,,784.54,74009.11,79.3903210023739,8050.3660875
UTTAR PRADESH,BULANDSHAHAR,,673.1300000000002,147761.22,93.1383214080122,6282.420332499999
UTTAR PRADESH,CHANDAULI,,949.0600000000001,51566.600000000006,60.42374327568618,4760.39643
UTTAR PRADESH,CHITRAKOOT,,943.2,39296.43,81.16961260857538,2683.1310599999997
UTTAR PRADESH,DEORIA,,1019.3799999999999,132028.47999999998,63.03225637377633,6691.10189
UTTAR PRADESH,ETAH,,658.23,79836.9,71.1692588264324,4726.97484
UTTAR PRADESH,ETAWAH,,587.4799999999999,65899.89,53.07163638664647,3330.71844
UTTAR PRADESH,FARRUKHABAD,,753.48,46069.36,74.40455000894303,4100.35233
UTTAR PRADESH,FATEHPUR,,746.9,109693.65,71.86424191372976,7601.6214
UTTAR PRADESH,FIROZABAD,,656.9199999999998,78955.12999999999,98.85632510515782,6921.113939999999
UTTAR PRADESH,G.B.NAGAR,,537.1600000000001,46373.89,105.20721897602294,1564.8907799999997
UTTAR PRADESH,GHAZIABAD,,729.8299999999999,37947.69,123.7508528187091,7333.169119499999
UTTAR PRADESH,GHAZIPUR,,853.7699999999999,95066.39,61.0522604255826,7121.35002
UTTAR PRADESH,GONDA,,1047,117614.42999999998,61.03490022440275,10125.29199
UTTAR PRADESH,GORAKHPUR,,1338.3,165518.28999999998,62.881950991639656,9665.22993
UTTAR PRADESH,HAMIRPUR,,735.88,41669.659999999996,66.05883033362885,2232.9699899999996
UTTAR PRADESH,HAPUR,,788.3200000000002,47504.82,93.92602687474661,3.47991
UTTAR PRADESH,HARDOI,,816.35,165087.04,61.54504920555849,8876.99418
UTTAR PRADESH,HATHRAS,,618.98,66556.11,91.46224140803903,4266.04116
UTTAR PRADESH,JALAUN,,687.1999999999999,94786.96999999999,56.881605140453395,4418.53962
UTTAR PRADESH,JAUNPUR,,901.7200000000001,122753.44,70.25438961221778,14020.857419999997
UTTAR PRADESH,JHANSI,,764.9900000000001,66830.74,66.10507380286377,3295.7791799999995
UTTAR PRADESH,KANNAUJ,,714.62,57680.479999999996,79.12234780293092,4533.35694
UTTAR PRADESH,KANPUR DEHAT,,726.509884072565,77374.53,71.3457387075566,4132.28034
UTTAR PRADESH,KANPUR NAGAR,,709.6,81068.99,78.58528890023177,8151.618525599999
UTTAR PRADESH,KASGANJ,,724.77,67626.4,69.40845586930548,4142.41566
UTTAR PRADESH,KAUSHAMBI,,846.45,46578.39,81.11531978670797,4723.076639999999
UTTAR PRADESH,KUSHI NAGAR,,1112,163725.96999999997,51.386765337227814,8967.75873
UTTAR PRADESH,LAKHIMPUR KHERI,,1130,215721.94,60.98293479096285,12696.37608
UTTAR PRADESH,LALITPUR,,909.89,37797.649999999994,83.02542618390298,3588.9588599999997
UTTAR PRADESH,LUCKNOW,,879.83,70463.26,62.05194254400859,4775.40669
UTTAR PRADESH,MAHOBA,,809.7,28825.19,88.79115801144764,1186.215471
UTTAR PRADESH,MAHRAJGANJ,,1389.1,97903.64,64.13013857298871,7359.624209999999
UTTAR PRADESH,MAINPURI,,659.74,84849.26999999999,72.65341233931655,5107.50486
UTTAR PRADESH,MATHURA,,556.8900000000001,124992.54000000001,70.9400497021662,6713.80197
UTTAR PRADESH,MAUNATH BHANJAN,,897.3000000000001,45957.75000000001,64.73937475181008,6639.6770400000005
UTTAR PRADESH,MEERUT,,856.8899999999999,80421.9,78.88634812159376,9728.642474999999
UTTAR PRADESH,MIRZAPUR,,973.1000000000001,55752,63.03840220978619,7034.106989999998
UTTAR PRADESH,MORADABAD,,902.59,64036.11,86.31166071767944,10462.105686249999
UTTAR PRADESH,MUZAFFARNAGAR,,869.0999999999999,101944.23000000001,79.67734907605853,6855.638597499999
UTTAR PRADESH,PILIBHIT,,1201.2699999999998,98513.11,62.3486965338928,5581.02447
UTTAR PRADESH,PRATAPGARH,,837.75,130448.04999999999,76.36134077895377,8449.22805
UTTAR PRADESH,PRAYAGRAJ,,843.0900000000001,129118.65,73.37427242307756,17553.702610252498
UTTAR PRADESH,RAIBARELI,,748.3,116451.13,59.46356209682122,7352.77608
UTTAR PRADESH,RAMPUR,,1051.6100000000001,75304.73,70.52647290548683,5368.031639999999
UTTAR PRADESH,SAHARANPUR,,1102.65,134849.63999999998,96.68241605984265,7484.452020000001
UTTAR PRADESH,SAMBHAL,,784.5400000000001,44596.7,86.50012220635159,5953.1448900000005
UTTAR PRADESH,SANT KABIR NAGAR,,1253.9200000000003,48668.81,60.554778306681435,4463.990879999999
UTTAR PRADESH,SANT RAVIDAS NAGAR,,949.6,79248.39,74.6068784488871,3566.20257
UTTAR PRADESH,SHAHJAHANPUR,,898.18,121135.38,61.96610767225891,8695.807815000002
UTTAR PRADESH,SHAMLI,,869.0999999999999,43931.990000000005,100.50926443350276,3049.94073
UTTAR PRADESH,SHRAWASTI,,1184.5100000000002,53770.9,58.42186015112264,3382.83825
UTTAR PRADESH,SIDDHARTH NAGAR,,1158.57,87618.99,63.88775994792909,7657.9438199999995
UTTAR PRADESH,SITAPUR,,991.2599999999999,191490.37999999995,58.07070830398898,11680.474499999998
UTTAR PRADESH,SONBHADRA,,973.0899999999999,54228.490000000005,49.21923881708674,4485.021449999999
UTTAR PRADESH,SULTANPUR,,887.59,86077.21999999999,62.25943402911944,6364.56924
UTTAR PRADESH,UNNAO,,765.6800000000002,160946.83,61.40380646204713,8939.06973
UTTAR PRADESH,VARANASI,,925.7799999999999,47536.97,89.24925168768645,10780.274805820001
UTTARAKHAND,DEHRADUN,,2183.6000000000004,51009.32,40.05346473938488,8006.9398135
UTTARAKHAND,HARIDWAR,,1019.9999999999999,43422.85,65.637285438427,2549.595315
UTTARAKHAND,NAINITAL,,1711,26011.239999999998,54.22744167521426,4004.0104420000002
